timestamp,open,high,low,close,volume,
2018-06-22,12.3700,15.3400,12.2000,14.3200,40235605,
2018-05-31,10.0000,13.4600,9.0000,12.3600,78612791,
2018-04-30,11.4800,12.2500,10.0100,10.0400,32360273,
2018-03-29,11.4200,13.6999,10.3000,11.5900,71769220,
2018-02-28,10.2100,10.6500,8.8800,9.5000,46822402,
2018-01-31,8.7000,11.8000,8.5950,10.2400,59300057,
2017-12-29,8.8100,10.6300,8.5300,8.6400,59477739,
2017-11-30,9.3700,9.8800,7.9200,8.8300,85380131,
2017-10-31,13.4300,14.4400,11.3800,12.3800,55601846,
2017-09-29,12.6400,14.0300,12.6400,13.3900,34725333,
2017-08-31,16.8500,17.4800,12.0200,12.5600,64115303,
2017-07-31,18.7000,19.0600,16.2900,16.8000,43736630,
2017-06-30,20.5500,22.5700,18.6900,18.7000,52899306,
2017-05-31,15.8100,23.7000,14.8100,20.4500,97271026,
2017-04-28,14.9700,16.1700,14.1200,15.8300,31972635,
2017-03-31,15.2700,15.6900,13.6500,14.9600,46163111,
2017-02-28,16.7200,17.6800,14.8300,15.2000,41913174,
2017-01-31,13.6300,17.5300,13.4000,16.4900,65525279,
2016-12-30,13.8500,15.7200,13.1650,13.2900,45666225,
2016-11-30,13.7900,15.1800,12.3400,13.8500,59388873,
2016-10-31,18.0100,18.5100,13.6250,13.8700,59279759,
2016-09-30,14.5000,18.2300,13.9800,17.9500,57988995,
2016-08-31,13.4600,16.5700,11.9800,14.5000,77894124,
2016-07-29,13.4900,15.1800,12.6400,13.3900,62644130,
2016-06-30,13.2500,14.2100,11.5900,13.6900,70290900,
2016-05-31,17.7000,17.7900,11.8400,13.3900,86012965,
2016-04-29,15.3100,19.7600,14.8100,17.6900,88736585,
2016-03-31,10.8500,15.9000,10.7400,15.4700,107558443,
2016-02-29,7.9300,10.9600,7.4000,10.6700,60452309,
2016-01-29,8.4700,10.2400,6.0000,8.0100,69344619,
2015-12-31,9.1000,10.7300,8.6000,8.6900,70233236,
2015-11-30,10.0800,12.4500,8.4400,9.1200,68550123,
2015-10-30,11.5100,13.9300,10.0300,10.0600,60385819,
2015-09-30,13.3900,13.6600,10.8500,11.5500,45332261,
2015-08-31,13.0800,14.7825,11.0000,13.7300,83029075,
2015-07-31,19.6500,19.6770,13.1300,13.1600,66650697,
2015-06-30,21.8500,22.4700,19.4300,19.5200,43886332,
2015-05-29,25.0100,25.4100,20.8200,21.8700,56808710,
2015-04-30,27.4400,32.8800,24.7600,25.0900,62959386,
2015-03-31,31.3200,31.7500,26.2900,27.4200,41849875,
2015-02-27,29.2900,33.1700,27.0000,30.4700,67315022,
2015-01-30,32.9800,33.9700,27.8000,29.0800,56909830,
2014-12-31,35.0800,35.1100,27.4620,32.8700,60258384,
2014-11-28,37.7600,38.6600,32.6400,35.2800,58764538,
2014-10-31,46.1500,46.1500,36.1200,37.8000,86367166,
2014-09-30,54.0000,54.1000,46.1100,46.3700,53508684,
2014-08-29,49.2500,54.2400,46.0500,53.5100,61938100,
2014-07-31,60.5000,69.5600,48.2600,50.1300,99003200,
2014-06-30,50.6900,61.0300,48.1000,59.8000,83510600,
2014-05-30,47.9100,56.9499,45.4200,50.6500,92597800,
2014-04-30,59.5000,60.8000,43.3500,47.3400,105735800,
2014-03-31,73.7250,77.5800,55.2610,59.1500,112472300,
2014-02-28,77.6500,82.6500,54.6300,75.9600,142313300,
2014-01-31,93.3100,97.2800,72.7001,77.7300,117878100,
2013-12-31,76.1000,95.4000,74.4000,92.9300,94847100,
2013-11-29,62.5000,84.8500,61.2900,75.1600,127526900,
2013-10-31,54.2900,63.2500,47.3301,62.2400,84607000,
2013-09-30,53.0000,56.2297,49.6700,53.9900,69999700,
2013-08-30,47.9800,54.0800,44.5000,51.4000,80559100,
2013-07-31,44.2600,51.4500,44.2000,47.2300,75106300,
2013-06-28,48.5100,48.9400,41.0510,43.9000,87295500,
2013-05-31,37.5300,51.9390,36.5000,48.5200,144848800,
2013-04-30,33.0400,38.9700,30.0700,38.2400,69925400,
2013-03-28,36.0000,37.8500,27.8800,32.2400,82656900,
2013-02-28,59.0100,68.4400,30.2800,36.9600,84394936,
2013-01-31,57.6800,71.9800,54.0100,57.8500,78190936,
2012-12-31,45.5000,53.4700,42.3500,53.3500,29324937,
2012-11-30,43.7300,49.3500,36.5300,44.7100,43424738,
2012-10-31,33.6200,43.9300,33.3200,43.5000,28952271,
2012-09-28,43.8400,44.3720,32.3500,32.8500,33417937,
2012-08-31,38.3700,44.8000,33.0100,43.7100,29318938,
2012-07-31,35.0000,39.5190,30.3700,38.0000,22980138,
2012-06-29,29.3000,34.9800,27.4900,34.1400,23294471,
2012-05-31,29.4900,31.9800,25.5600,30.4000,20245804,
2012-04-30,24.4100,29.8400,22.2500,29.4900,26645670,
2012-03-30,22.7500,24.8600,20.8900,23.5400,11918083,
2012-02-29,19.2100,25.7700,19.1300,22.4000,15113070,
2012-01-31,14.8500,19.7000,14.7300,19.1200,8807405,
2011-12-30,15.5900,16.3340,14.3000,14.4000,7154871,
2011-11-30,15.5700,17.6000,14.2100,15.6100,9634270,
2011-10-31,13.8900,20.0000,12.7808,16.2700,11907135,
2011-09-30,18.2000,18.4800,13.6700,13.9900,9975336,
2011-08-31,22.0000,22.2500,14.8300,18.1700,15312669,
2011-07-29,19.7400,27.2800,19.5000,21.4100,12304469,
2011-06-30,19.4700,20.0500,17.3000,19.7100,8716137,
2011-05-31,41.9800,41.9800,17.0105,19.9900,13524668,
2011-04-29,50.4300,58.6950,40.8000,41.7200,14700500,
2011-03-31,49.4800,53.5700,42.1000,48.5300,7494100,
2011-02-28,28.8000,50.0000,28.0600,48.9500,3273800,
2011-01-31,31.8100,32.7950,26.7600,28.5400,1795800,
2010-12-31,28.9800,34.3000,28.1600,31.4900,1856900,
2010-11-30,26.2500,29.7200,23.1000,28.1400,3010900,
2010-10-29,15.8900,26.8900,14.9800,25.8400,2348000,
2010-09-30,12.9000,15.8400,12.6100,15.7100,772400,
2010-08-31,15.1000,16.3500,12.3800,12.5900,1016400,
2010-07-30,12.6300,15.3000,11.1000,14.8000,1095600,
2010-06-30,13.5600,14.1300,11.6100,12.5500,1364800,
2010-05-28,15.6900,16.4300,12.0600,13.7600,1008800,
2010-04-30,13.7800,16.7000,13.2600,15.5600,696100,
2010-03-31,14.3100,15.5600,13.2500,13.6500,963800,
2010-02-26,10.5700,14.3500,10.5000,14.1600,1298200,
2010-01-29,11.5500,12.9000,10.5000,10.5000,860300,
2009-12-31,11.1200,11.9200,10.9700,11.3000,780600,
2009-11-30,8.9100,11.0500,8.1400,10.9300,811900,
2009-10-30,9.5000,9.9700,8.7400,8.8200,1035600,
2009-09-30,8.1200,10.7100,7.8700,9.2300,758100,
2009-08-31,7.3000,8.9700,7.0000,8.1800,880500,
2009-07-31,7.3300,7.8000,6.4000,7.2100,672700,
2009-06-30,6.8000,7.7899,6.1100,7.2100,1381800,
2009-05-29,6.9800,7.0800,5.9200,6.9100,791200,
2009-04-30,6.4300,8.0000,6.0100,7.0100,693700,
2009-03-31,4.9900,8.0500,3.7600,6.5900,1010700,
2009-02-27,5.9000,8.0300,4.5100,5.1300,685300,
2009-01-30,7.9800,8.2700,5.6000,6.0000,592100,
2008-12-31,7.0300,8.7800,5.4200,7.9400,1216900,
2008-11-28,10.9400,11.6700,5.8500,7.2500,1036900,
2008-10-31,13.8300,14.3200,6.8400,10.8700,1645900,
2008-09-30,12.2800,17.9400,11.0600,14.2500,1604000,
2008-08-29,12.2200,14.9700,9.5200,12.2200,1162500,
2008-07-31,9.5000,12.7400,8.0700,12.1600,1211500,
2008-06-30,9.1500,11.9200,8.7500,9.5000,1760700,
2008-05-30,15.8600,15.9250,8.2500,9.1600,3352100,
2008-04-30,14.8800,15.9500,13.4100,15.1900,1173300,
2008-03-31,14.4700,16.2900,11.5100,14.6900,2250800,
2008-02-29,14.1300,16.6900,13.4500,14.4600,2187700,
2008-01-31,15.3800,15.5900,11.6000,14.0500,2699900,
2007-12-31,17.6600,18.2800,14.8300,15.4400,1597100,
2007-11-30,21.9900,21.9900,17.1300,17.5700,2375300,
2007-10-31,23.5700,24.9900,19.9900,21.8900,1374600,
2007-09-28,20.0300,25.1000,19.7000,23.6200,1607100,
2007-08-31,20.3600,26.2000,19.4000,20.0400,3476700,
2007-07-31,25.0000,26.5000,19.3499,20.3800,2092100,
2007-06-29,20.3500,25.6000,19.7599,24.8700,3246300,
2007-05-31,18.7500,22.2000,18.1600,20.1600,1725400,
2007-04-30,21.9300,22.6900,18.7400,19.2500,1049200,
2007-03-30,17.6200,21.9100,16.7600,21.9100,1506900,
2007-02-28,18.2500,19.8200,17.6400,18.1500,1413200,
2007-01-31,16.0400,18.2400,14.2800,18.2400,2123300,
2006-12-29,14.3000,16.0500,13.6200,15.9600,1809900,
2006-11-30,16.9200,17.4300,14.1100,14.3700,1921100,
2006-10-31,18.2400,19.2700,16.2200,16.8100,1502300,
2006-09-29,16.3000,20.2200,15.1400,18.3400,2114800,
2006-08-31,16.7300,17.0000,13.6500,16.1200,2354100,
2006-07-31,20.0600,20.4300,16.1400,16.8900,1085900,
2006-06-30,19.8500,20.6300,18.2400,20.0900,1485600,
2006-05-31,23.2700,23.3300,19.6300,19.8000,1425100,
2006-04-28,21.2700,23.8700,20.8800,23.0400,831800,
2006-03-31,19.1000,23.3100,18.9900,21.3700,1481100,
2006-02-28,19.4100,19.6800,18.2200,19.0000,1282200,
2006-01-31,18.2700,20.0300,17.4000,19.5500,1332600,
2005-12-30,17.9700,19.1000,17.3500,18.0000,747900,
2005-11-30,18.0600,18.5500,15.8800,17.7900,1428200,
2005-10-31,22.2200,22.9200,17.9600,18.0600,1551400,
2005-09-30,22.4600,24.2300,21.2200,22.2300,1251900,
2005-08-31,21.9000,23.1600,18.8200,22.5000,1918800,
2005-07-29,24.0800,26.4900,21.0000,21.7000,1429200,
2005-06-30,20.9400,25.2000,20.1900,24.0600,2179800,
2005-05-31,19.6500,22.7300,15.5700,21.2400,1620200,
2005-04-29,19.3100,22.1300,17.6600,19.5200,1037400,
2005-03-31,20.3000,20.9800,17.2500,18.8700,1295300,
2005-02-28,22.7000,23.3400,19.1200,20.2600,763100,
2005-01-31,20.2300,23.7300,18.7600,23.0000,1648200,
2004-12-31,16.3000,20.1400,15.5000,19.8800,641300,
2004-11-30,11.0000,18.5000,11.0000,16.1100,1199400,
2004-10-29,12.0500,12.0500,10.8900,11.2000,96100,
2004-09-30,11.3000,12.0000,10.9000,12.0000,302800,
2004-08-31,11.1200,12.1900,11.0000,11.3500,144000,
2004-07-30,11.4600,11.9800,10.8000,11.2000,260300,
2004-06-30,12.0000,12.0000,10.6600,11.3000,283800,
2004-05-28,12.3200,12.4100,10.8410,12.0890,177300,
2004-04-30,12.7900,13.3090,10.9800,12.3100,294100,
2004-03-31,10.5400,13.6900,10.1000,12.5500,399800,
2004-02-27,11.5600,14.0000,9.9000,10.4400,585600,
2004-01-30,10.1500,14.0800,10.1500,11.5600,471700,
2003-12-31,9.2800,10.6000,8.9500,10.1500,548600,
2003-11-28,9.5600,9.8000,8.1000,9.1000,237800,
2003-10-31,8.7000,10.2100,8.2000,9.6000,472600,
2003-09-30,8.2700,9.0000,6.6000,8.7100,441000,
2003-08-29,8.7400,9.0000,7.5000,8.5000,297000,
2003-07-31,6.5700,9.4300,6.3700,9.1300,467300,
2003-06-30,6.2000,7.9000,5.4600,6.8400,1078700,
2003-05-30,5.1100,6.4200,4.4400,4.5900,910900,
2003-04-30,4.2610,6.3700,4.0000,5.0600,596800,
2003-03-31,6.7500,7.6900,4.1000,4.6600,473900,
2003-02-28,8.7400,9.1900,5.8500,6.7400,609100,
2003-01-31,7.8000,10.1500,7.5500,8.9610,433700,
2002-12-31,8.2500,8.4500,6.7600,7.8000,269600,
2002-11-29,7.0390,8.5100,6.0900,8.4000,402900,
2002-10-31,6.5800,7.6400,4.9800,7.0100,250900,
2002-09-30,6.6000,7.2000,5.7500,6.5800,298800,
2002-08-30,9.4300,9.7700,5.7500,6.6400,407500,
2002-07-31,12.2900,13.5500,8.9500,9.1400,342900,
2002-06-28,11.2900,12.4400,10.8000,12.2000,313300,
2002-05-31,13.4100,15.0200,11.3000,11.4300,448800,
2002-04-30,15.8000,15.8000,12.1200,13.6100,746700,
2002-03-28,12.1300,15.9000,12.1300,15.8900,542900,
2002-02-28,12.2900,12.8000,9.1600,12.2500,524400,
2002-01-31,14.2100,14.5600,11.2500,12.1800,310100,
2001-12-31,11.2700,14.6500,10.7000,14.2500,1564000,
2001-11-30,11.2500,12.7900,9.7300,11.2200,1250500,
2001-10-31,15.0000,15.0900,10.5000,11.0700,1085800,
2001-09-28,14.8500,15.9700,11.8900,15.6000,622600,
2001-08-31,14.2000,16.2600,11.5100,15.0000,909300,
2001-07-31,15.4200,16.7000,12.0000,14.2000,845100,
2001-06-29,16.8300,18.5200,13.6000,17.0000,3642800,
2001-05-31,16.7500,18.0500,15.1700,16.8300,1889500,
2001-04-30,10.2500,17.0500,9.6880,16.7500,1823700,
2001-03-30,12.4400,13.2500,8.8130,10.2500,534400,
2001-02-28,12.2700,14.2500,11.3800,12.6300,2422600,
2001-01-31,12.3800,14.5600,9.5000,12.3100,3865000,
2000-12-29,14.0000,15.2500,10.7500,12.1300,686300,
2000-11-30,15.8800,17.5600,13.3100,14.0000,1223100,
2000-10-31,18.7500,19.7500,14.7500,16.1200,669900,
2000-09-29,19.3100,20.0000,15.8800,18.7500,1200100,
2000-08-31,16.7500,20.5600,15.6600,20.0000,1019800,
2000-07-31,18.6200,21.8800,15.2500,16.8800,2480900,
2000-06-30,11.7500,19.6300,11.1200,19.0000,4314900,
2000-05-31,10.9400,11.8700,8.2500,11.8700,1457200,
2000-04-28,10.3100,11.1200,8.0000,10.8800,876200,
2000-03-31,11.5600,13.2500,8.5000,10.3700,2451500,
2000-02-29,9.8800,11.9400,8.5000,11.6600,2329000,
